,TEXT,Label
33895,"Winning on and off the field @ Sardis Ball Park
",9
33896,"WARNING This is Extremely Fresh And Life Altering #Delicious... Rice, Rice, Baby!! We got that…
",7
33897,"Lunch time treat We have your lunch break sorted NYC! Our new house made pumpkin muffins with…
",0
33898,"Magic Kingdom and Epcot @ Magic Kingdom at Walt Disney World
",11
33899,"#WWE2k17 10.11.16 @ Long Beach, California
",7
33900,"Eforest selfie Sunday with my love @ Electric Forest
",15
33901,"Wild lights jrosedenaro @ Detroit Zoo
",5
33902,"@user bringing these folk to church!!! #Nuyorican #FridayNightSlam @ The Nuyorican…
",7
33903,"You can tell shawty from Atlanta
",3
33904,"MICHAEL JACKSON THRILLER HOUSE ️ ️ ️ ️ ️ ️ @ Michael Jackson Thriller House
",9
33905,"A Snowy Day#3 - Mammoth from below- : cole_younger_ #californiasnow #snowyday #mammoth…
",6
33906,"Had such an amazing night !!!! So much funnnnn . It was lit @ The…
",7
33907,"Thanks for being a rad dance partner.. I think I'll keep you around @ Liberty High School-Home…
",4
33908,"first to farmer's market, next stop- the pool to celebrate America or something @ Downtown…
",11
33909,"We are rolling on this beautiful day. #enjoylife @ Lebanon Junction, Kentucky
",9
33910,"They whooped up &amp; knocked this nigga out, he waking up NA @ East Warren Ave
",3
33911,"Seek the Vibration • #Vibrations2017 • #WeTheCulture • by me @ Renovation Church
",1
33912,"My mom's in town! @ Taza - A Lebanese Grill
",18
33913,"Have a tray of sirloin... these pencils &amp; erasers are a great substitute for candy. #halloween…
",3
33914,"@user I've been told that it's cheating to watch them that way but that is a valid point... I don't like being confused...
",3
33915,"Always the best part of my day! My #proud #sheiseverything #light #love #princesse #mybabygirl…
",18
33916,"Svccess Studios, In The Lab With The Homie Conan …
",7
33917,"Glass Animals @ Radio City Music Hall
",13
33918,"Bruno rules! #Bruno #moda #portland #24kmagicworldtour @ Moda Center at the Rose Quarter
",7
33919,"#WCW to the work bae thx for getting me to Cleveland on snowy days…
",8
33920,"This is very pretty but weird @ City of Orrville
",3
33921,"Vacation #2 has begun!! And I'm in sensory overload at this gorgeous hotel. BEAUTIFUL ️ (at @user
",9
33922,"#DoubleGreyGrooseGreyHound Only at POPS! @ Pops Bar
",0
33923,"The boys @ California State University, Fullerton
",19
33924,"This nigga jus gave me a N.O.C #Imshitty
",3
33925,"""you could do better don't be sad""
",3
33926,"All good vibes last night at h.artlounge. Can't wait to come back.#HArtLounge #Placerville…
",13
33927,"OMG. Her face @ Animal Kingdom, Disney World, FL
",3
33928,"Everyday can be the best day ️ @ Inglewood, California
",9
33929,"Chicago bound @ St. Louis
",9
33930,"My. She keeps me safe #TryHer #SheBites #Security #DobermanPinscher #Pinscher #dobielove…
",9
33931,"Got me a Little today #PTBAD #DeltaSigmaPi @ The University of Texas at Arlington
",16
33932,"I don't remember what was so funny but I'm happy it was captured! credit: @user
",1
33933,"It started raining so I closed the sunroof and this happened. @ New Bern, North Carolina
",3
33934,"They Say The Grass Is Greener On The Other Side I Can Walk Now And The Grass Is In Walking…
",10
33935,"Meanwhile tap in like sonnie bo @ Merced, California
",3
33936,"Romeo and Macadamien #brotherlylove #cuddlingtime #puppy ️ @ Saginaw, Michigan
",9
33937,"Because #saturdayfun #harleydavidson #streetbob #motorcycle #motorcyclesofinstagram…
",16
33938,"He's a dork, but at least he's a cute dork @ Spring Fling
",9
33939,"Happy Hour (at @user in Ponte Vedra Beach, FL)
",2
33940,"No equipment needed to enjoy this view. #blueskies #nature #cbusmetroparks #nofilter…
",16
33941,"#friendship @ Washington Heights, New York
",16
33942,"Squad fam @ The Wilma
",9
33943,"THE BOYS : @user @ White River Amphitheatre
",6
33944,"What a time to be alive!? We want to thank you for the outstanding support. NEW FUTURE - PURPLE REIGN
",7
33945,"️ @ Lighthouse Restaurant
",9
33946,"#familyisbest @ Gross Homestead
",14
33947,"""I'm rooting for everybody black."" - Issa Rae Oh, the tea is @user
",7
33948,"gotta show em how it's done, what whimps! #pierjumping #mylifewithboys #myboys #singlemom…
",14
33949,"With my sistas in the city of brotherly love #lit @ LOVE Park
",9
33950,"Day 1 of #Share16: So excited to meet all the agency folks at tonight's reception …
",14
33951,"It's finally here #KeepDaPiece #KeepDaPiece #KeepDaPiece check it out on…
",7
33952,"The new Book Club Cafe Coffee version is ! #craftbeer #txbeer - Drinking a Superfleek Coffee Porter by…
",7
33953,"Beautiful bride, beautiful moments Congratulations Quandace!…
",15
33954,"Cheesin' @ Downtown Madison
",10
33955,"I don’t know what I said, but obviously it was some nonsense LOL @user after a couple…
",3
33956,"Live From #ShowOffsHairSalon @ SHOW OFFS SALON
",5
33957,"️ @ Theatre Row
",9
33958,"My vacation starts now!!! @ Da Crib ( Home )
",10
33959,"Anoche en #montehatillo #Repost @user with…
",7
33960,"Painting is my new fave thing!! So much fun with the fam @ The…
",15
33961,"#IVoted @ Vermilion County Courthouse
",11
33962,"Glad to be starting off a new year with the same guy ONCE AGAIN @ Pratville , Al
",2
33963,"FRENCH TOAST-WICH!Now with % more delivery area! #wegofurther #delivery starts at 9am with…
",19
33964,"First day of 1st Grade! I'm sad that she chose to wear this shirt alykat70714…
",3
33965,"@user making all my cravings come true! All of the thanks!! #dirtypics…
",9
33966,"Fun day out on the ocean with you @user @ Apollo Beach, Florida
",15
33967,"On our way back from Orlando @ Downtown Orlando
",0
33968,"Just good lighting before an early morning gym sesh @ Planet Fitness
",12
33969,"Staying at mum's friends place in the OC! Near Laguna (@ Lake Forest, CA in Lake Forest, CA)
",2
33970,"Enjoying another beautiful lake sunset with these two vinnypapps99 is an amazing young man…
",2
33971,"Lineage is lit welcome to the family matt__jansen ally.mac ludicrousbean @ University at…
",7
33972,"Made new buddies! #dreamers @ Pennsylvania Convention Center - Philadelphia, PA (Philly)
",9
33973,"Family. #myheartisfull #threesisters @ Saint Simons Island, Georgia
",9
33974,"I love you @ Black Fox Farms
",13
33975,"Making this a girls day out with my sister in law love you…
",9
33976,"#wcw Da hottest chicks in town (sorry fellas, we aren't single ). Don't know where I would've been…
",3
33977,"Couldn't get Tacos yesterday so I gotta have them for lunch today …
",16
33978,"I love these people
",17
33979,"19 March 2016. ""Different world doesn't mean you have different goals""#ultraqayyum#tbh @user
",13
33980,"#saturday#sandiego#toydrive @ Montgomery Waller Recreation Center
",9
33981,"We made it to Frankfort! #happy day #summer2016 #boatlife @ Frankfort Lighthouse
",12
33982,"In life the less you care about what other people think, the happier you will be @ Blue Ridge Jerky
",15
33983,"#Repost @user with repostapp・・・ This is funny but what kind of education are these…
",3
33984,".Russell Westbrook pulled up to Madison Square Garden in the Nike Air Monarch... …
",7
33985,"Got to spend some quality time with our friends, the very small and quiet ( ) Foster family.…
",3
33986,"Hello Chicago, you look gorgeous today! Perfect place to hang for a bit. #nycblond #travel…
",17
33987,"Yup... pretty much an Amazing Quote &amp; by an Amazing women!!! #mayaangelou #amazing…
",4
33988,"When it comes to games, some of us just don't get it #headsup #kitten @user #June2013 @user
",3
33989,"The food here is aways so good @user #torontobakery #torontofood #toronto…
",17
33990,"Have a Merry Classy Christmas @ Country Club Plaza
",13
33991,"#thelab #btwhspva @ Booker T Washington High School Music Guild
",9
33992,"Made in America kinda night #explore #madeinamerica #2017 #philly #nycshit #labordayweekend…
",14
33993,"2 favorite people on my new favorite night @ Hollywood Casino Amphitheatre Chicago
",15
33994,"Don't you do it !!!!!!! @ Dj Base Laboratory
",3
33995,"We are eating in an old converted church...the alter is the bar @ Taco Guild
",3
33996,".Empire State . @ Empire State Building
",16
33997,"️ @ Best Buy
",9
33998,"""insert loud EDM music"" by @user #PersephoneVonLips #COUNTERCORNER #Hair @ 1306 Miami
",1
33999,"Whats Your Thoughts Oh yesssssssss, the Minister has some TRUTH for your ass! …
",7
34000,"@ Clinton Hill, Brooklyn
",3
34001,"Heart is so full @ The Cove Church
",17
34002,"Top #rustic #ShabbyChic #flooring picks plus a few tips. …
",14
34003,"#HeroicaGuardiaB #FaltanVarias #TeamB #Friendship @ Oriental Wok
",14
34004,"Put me in the game coach!.....#Browns @user #OhioState @user @user @user
",1
34005,"arlosballroom always #poppin #dancelife #chinky #cheezin #latergram @ Arlo's Ballroom
",10
34006,"Shaved the chops off for some extra work tomorrow. They will be grown back by DragonCon. @user
",4
34007,"His Smile !!! @ Pizza Hut at Northcrest
",10
34008,"TONIGHT!!! LOCAL 662 aka THE 6!!MOOK BOY PERFORMING LIVE! CERTIFIED SWOLE ALERT!!GET…
",19
34009,"Dear Hearts got 1st place out of everything! @ La Porte High School…
",15
34010,"All moved in @ University of Massachusetts Amherst
",17
34011,"Here I come..!! #phoenix #usadiaries #nightview #instadaily…
",11
34012,"SanFo's version of NY's Central Park. #SanFrancisco #usa2016 @ Golden Gate Park
",11
34013,"BLACK FRIDAY MASSACRE 11/28/16@WARHOLSS X @user : @user @ The Observatory…
",1
34014,"Gone to soon. Dang man it seems like I just met you. RIP LIL PEEP ️#briannaseymonne…
",12
34015,"These guys......#thedemiserockopera #cast jencuska @ New York, New York
",6
34016,"#tbt last Thanksgiving skating Rockefeller Center NYC with no better than my mama #favoritecity…
",9
34017,"It's another wonderful wine weekend in #wallawalla. We're ready when you are! : @user
",6
34018,"Thanks to all Great Fans from last weeks Detroit show, Awesomeness fun show check them out on…
",19
34019,"Good Morning Miami #grateful #beautiful #miami #happy #healthy #morningwalk #thankyoulord @user
",2
34020,"Today's positives .Outdoor shoots w/ Kayla.Ice cream at work.Convos with Jillian .Walking…
",13
34021,"Losin Control @user | Broward County, FL |…
",1
34022,"Friday Aug 25th is going to be parlourproductions..! #BoschiPopeSkateOff Pre-Party! @user
",7
34023,"You know your boyfriend loves you when he buys you your first gun &amp; a ring for your birthday! …
",2
34024,"Had such a great day with this boy yesterday at the fair #canfieldfair #thankful #love ️ @user
",9
34025,"happiest place on earth @ The DisneyLand Park &amp; Disney's California Adventures
",17
34026,"Thom has a man bun. I give zero shits. @ Madison Square Garden
",2
34027,"One of the best posts I've gotten from a client. Gorgeous! It was a pleasure @user …
",2
34028,"Can you tell which color sour patch kids I don't like? @ PDXLAN
",3
34029,"Until next time Las Vegas (@ McCarran International Airport - @user in Las Vegas, NV)
",9
34030,"Camp was a blast with my best friend! But it feels so good to be home @ Chula Vista Resort
",17
34031,"Getting my baby fix in this morning. ️ #summer @ Monterra Las Colinas
",9
34032,"If you aren’t willing to pay the price for success, you will pay the price to failure. [ :…
",6
34033,"Calm down there, Vegas. You all are just acting crazy, now. #vegasgoldenknights #NHL
",4
34034,"OMG this hotel has a doggy concierge!!!! Millie “autographed” her card by chewing on it…
",2
34035,"Like I went to Bahamas! Thanks @user @ Meliá Orlando Suite…
",2
34036,"Hi Miami @ South Beach
",16
34037,"shelvan been chillin since 2k12 #HunkasaurusRex jronthetrack @ Hollywood
",7
34038,"First selfie in a while @ Sterling Campus Center
",17
34039,"Always a fun time with room334! #grandcentralmarket #acolorstory #dtla @ Grand Central Market
",9
34040,"Clearly my son and Bonus daughter need a bigger ..better ...truck....I am taking donations @user
",3
34041,"Matthew!! So handsome ️ ️ @ Fort Myers, Florida
",9
34042,"This guy #loveofmylife #mylove #lambeau #packers #gopackgo #football packers @ Lambeau Field
",9
34043,"#tbt you're pretty alright, thx for the past year and a half minus one day @ Barnegat Lighthouse…
",18
34044,"Loving you more each day... Happy 2 years @ Olive Garden
",9
34045,"Out for a birthday dinner treat with these three clowns. #IHaveTheBestFriends #lovemyboys @user
",14
34046,"My Squad's Poppin @ Harbourfront (Toronto)
",16
34047,"It’s Go Time! #roadtohays @ Sharon Springs, Kansas
",14
34048,"They spelled #Boob's wrong. @ Bank of NH Pavilion
",3
34049,"#nickiminaj #badPics cause I'm dancing @ Barclays Center
",10
34050,"My favorite picture ever of me, taken by @user ️ ️ ️ @ Miami Light Project
",9
34051,"F*ck it, it ain't no comparison MUA- @user Hair- parkerimage_ Photographer-…
",8
34052,"If you can dream it, you can do it!!! #disney #premierpassport #disneyland #disneyworld…
",2
34053,"Finding the sunshine in my life ️ #staysunny #iwillchangetheworld #noroomfornegative @ Walnut…
",12
34054,"Back on track. ️ @ Ontario, California
",9
34055,"I love Tuesdays. @ St. George Roman Catholic Church
",18
34056,"Throwback to when we hosted 40+ people to celebrate ""New Beginnings."" @ Prospect Lefferts…
",9
34057,"#TBT to my first year in Marching Pride. This was the year I was humbled I meat people who…
",3
34058,"For those who want to know what we usually do before the show. Read the full article here -…
",0
34059,"Loving life and loving my family is of the utmost importance but…
",15
34060,"So true! @ Atlanta, Georgia
",3
34061,"William ️his aunt's fresh raspberries from her garden! This time around with the twins, I have…
",9
34062,"that moment when @user pose just for you... #bestof2016 #kendall #kendalljenner…
",2
34063,"Please excuse the double chin and crazy hair but I'm just living my best life over here. : the…
",1
34064,"#HappyThanksgiving @ Ruby Falls
",8
34065,"Bar hoping with these lovely people @ Legends Long Beach
",15
34066,"Romantic View for the night! @ Orange Hill Restaurant
",2
34067,"Shoot w/ @user #NYC #nycphotographer #nycphotography #photoshoot #soho #photography…
",10
34068,"Merry Christmas everyone!!! @ Dad's House
",5
34069,"#albaclamshell and #brownclamshell side-by-side! Wonderful in a soup, a sauce, or fried! …
",17
34070,"120/366 We took the tour today. @ Goose Island
",9
